shipment_id,order_id,carrier,shipping_method,distance_band,promised_days,actual_days,actual_minus_promised,hours_to_ship,shipping_state,state,order_total,order_subtotal,shipping_fee,tax_amount,shipping_to_subtotal_ratio,payment_method,device_type,ip_country,promo_used,customer_segment,loyalty_tier,total_items,unique_products,late_delivery
3861,3861,USPS,expedited,regional,3,3,0,7.0,WA,WA,60.76,45.06,12.99,2.71,0.28828229027962715,bank,tablet,US,0,standard,gold,1,1,0
3862,3862,FedEx,standard,national,7,7,0,9.0,WA,WA,538.26,488.74,8.04,41.48,0.016450464459630887,paypal,desktop,US,0,standard,gold,5,4,0
3863,3863,UPS,standard,regional,6,7,1,33.0,WA,WA,304.18,280.31,0.0,23.87,0.0,card,mobile,US,1,standard,gold,7,4,1
3864,3864,FedEx,expedited,local,2,2,0,7.0,WA,WA,634.59,582.36,14.39,37.84,0.024709801497355587,paypal,mobile,US,0,standard,gold,6,4,0
3865,3865,UPS,standard,local,5,6,1,13.0,WA,WA,126.13,110.37,7.69,8.07,0.06967473045211561,card,mobile,NG,1,standard,gold,4,3,1
3866,3866,UPS,expedited,regional,3,3,0,23.0,OR,OR,942.55,872.03,14.04,56.48,0.016100363519603682,card,mobile,US,0,standard,gold,5,3,0
3867,3867,UPS,standard,regional,6,5,-1,34.0,OR,OR,285.38,258.7,6.99,19.69,0.027019713954387323,card,desktop,US,0,standard,gold,2,1,0
3868,3868,UPS,standard,national,7,8,1,32.0,OR,OR,302.28,277.2,7.34,17.74,0.02647907647907648,card,desktop,US,1,standard,gold,3,1,1
3869,3869,UPS,standard,local,5,6,1,18.0,OR,OR,564.8,514.57,7.34,42.89,0.014264337213595817,paypal,desktop,US,0,standard,gold,3,2,1
3870,3870,USPS,standard,regional,6,6,0,22.0,OR,OR,1043.55,975.15,9.09,59.31,0.009321642824180895,bank,tablet,US,0,standard,gold,8,5,0
3871,3871,UPS,standard,regional,6,6,0,28.0,OR,OR,433.89,397.83,7.69,28.37,0.019329864514993845,card,mobile,US,0,standard,gold,4,4,0
3872,3872,UPS,standard,local,5,10,5,28.0,OR,OR,1813.85,1662.74,10.14,140.97,0.006098367754429436,bank,mobile,US,0,standard,gold,11,5,1
3873,3873,FedEx,standard,local,5,4,-1,24.0,OR,OR,394.58,365.89,7.69,21.0,0.02101724562026839,card,mobile,US,0,standard,gold,4,4,0
3874,3874,UPS,standard,regional,6,8,2,8.0,OR,OR,437.77,396.62,7.69,33.46,0.01938883566133831,card,mobile,US,0,standard,gold,4,4,1
3875,3875,FedEx,standard,local,5,6,1,30.0,OR,OR,563.53,523.03,8.39,32.11,0.016041144867407226,paypal,desktop,US,0,standard,gold,6,5,1
3876,3876,FedEx,expedited,regional,3,2,-1,10.0,WA,OR,162.62,137.32,13.34,11.96,0.0971453539178561,card,desktop,US,1,standard,gold,3,3,0
3877,3877,FedEx,standard,regional,6,6,0,32.0,OR,OR,595.22,548.35,7.69,39.18,0.014023889851372299,bank,tablet,CA,0,standard,gold,4,4,0
3878,3878,FedEx,standard,local,5,5,0,30.0,OR,OR,206.98,185.1,7.69,14.19,0.04154511075094544,paypal,mobile,US,0,standard,gold,4,3,0
3879,3879,UPS,standard,regional,6,7,1,24.0,OR,OR,71.73,59.2,6.99,5.54,0.11807432432432433,card,mobile,US,0,standard,gold,2,1,1
3880,3880,USPS,expedited,national,4,4,0,26.0,OR,OR,337.64,298.22,12.99,26.43,0.04355844678425323,card,mobile,US,1,standard,gold,2,2,0
3881,3881,UPS,standard,regional,6,6,0,7.0,OR,OR,741.21,676.36,9.09,55.76,0.013439588384883789,card,mobile,US,0,standard,gold,8,4,0
3882,3882,FedEx,standard,regional,6,5,-1,35.0,OR,OR,466.28,433.76,0.0,32.52,0.0,paypal,mobile,US,1,standard,gold,3,3,0
3883,3883,USPS,expedited,regional,3,5,2,29.0,OR,OR,633.3,587.98,14.39,30.93,0.02447362155175346,card,desktop,US,0,standard,gold,6,4,1
3884,3884,USPS,standard,local,5,6,1,27.0,OR,OR,29.2,20.31,6.99,1.9,0.344165435745938,bank,desktop,US,0,standard,gold,1,1,1
3885,3885,UPS,standard,regional,6,7,1,8.0,OR,OR,359.93,321.58,8.39,29.96,0.02608993096585609,paypal,mobile,US,1,standard,gold,6,5,1
3886,3886,UPS,expedited,regional,3,4,1,15.0,OR,OR,435.18,396.72,15.09,23.37,0.03803690260133091,card,mobile,US,0,standard,gold,8,5,1
3887,3887,UPS,standard,local,5,6,1,18.0,OR,OR,145.21,130.48,8.04,6.69,0.061618638871857756,paypal,mobile,IN,0,standard,gold,5,4,1
3888,3888,UPS,standard,national,7,5,-2,4.0,OR,OR,1064.35,985.46,8.04,70.85,0.008158626428267,paypal,mobile,US,0,standard,gold,5,3,0
3889,3889,USPS,standard,local,5,5,0,26.0,OR,OR,260.51,233.67,7.34,19.5,0.031411820088158515,card,mobile,CA,0,standard,gold,3,2,0
3890,3890,USPS,expedited,regional,3,4,1,29.0,OR,OR,47.85,31.86,13.34,2.65,0.418706842435656,bank,desktop,CA,1,standard,gold,3,1,1
3891,3891,UPS,standard,regional,6,6,0,3.0,OR,OR,1104.21,1032.76,9.09,62.36,0.008801657693946318,card,desktop,US,0,standard,gold,8,4,0
3892,3892,FedEx,expedited,local,2,1,-1,30.0,UT,UT,243.58,216.36,13.34,13.88,0.061656498428545016,card,mobile,US,0,premium,silver,3,3,0
3893,3893,FedEx,standard,national,7,6,-1,26.0,UT,UT,653.95,594.57,7.34,52.04,0.012345056090956489,paypal,mobile,US,0,premium,silver,3,2,0
3894,3894,USPS,standard,regional,6,7,1,11.0,UT,UT,477.84,438.05,8.39,31.4,0.019153064718639427,card,mobile,US,0,premium,silver,6,3,1
3895,3895,UPS,standard,regional,6,6,0,26.0,UT,UT,202.64,185.58,6.99,10.07,0.03766569673456191,card,desktop,US,0,premium,silver,2,1,0
3896,3896,FedEx,standard,regional,6,7,1,30.0,UT,UT,548.39,508.69,9.09,30.61,0.01786942931844542,card,mobile,US,0,premium,silver,8,5,1
3897,3897,UPS,standard,local,5,6,1,33.0,UT,UT,17.76,10.08,6.99,0.69,0.6934523809523809,card,desktop,US,0,premium,silver,2,1,1
3898,3898,USPS,standard,national,7,9,2,5.0,UT,UT,583.26,528.47,7.34,47.45,0.013889151702083371,card,mobile,US,0,premium,silver,3,2,1
3899,3899,UPS,standard,regional,6,8,2,30.0,UT,UT,191.9,169.71,6.99,15.2,0.04118790878557539,bank,mobile,US,0,premium,silver,1,1,1
3900,3900,UPS,standard,local,5,6,1,12.0,UT,UT,573.43,522.33,8.39,42.71,0.016062642390825724,card,tablet,US,0,premium,silver,6,4,1
3901,3901,UPS,standard,regional,6,6,0,10.0,UT,UT,1089.72,997.58,9.44,82.7,0.009462900218528839,bank,mobile,US,0,premium,silver,9,5,0
3902,3902,FedEx,standard,regional,6,7,1,3.0,UT,UT,434.59,405.88,6.99,21.72,0.01722183896718242,bank,mobile,US,0,premium,silver,2,1,1
3903,3903,UPS,standard,local,5,7,2,27.0,UT,UT,533.87,489.79,8.74,35.34,0.01784438228628596,card,mobile,US,0,premium,silver,7,5,1
3904,3904,FedEx,standard,local,5,3,-2,27.0,UT,UT,649.56,590.85,7.34,51.37,0.012422780739612421,bank,mobile,IN,0,premium,silver,3,1,0
3905,3905,FedEx,standard,local,5,5,0,4.0,AZ,UT,176.94,158.05,6.99,11.9,0.04422651059791205,card,mobile,US,0,premium,silver,1,1,0
3906,3906,UPS,standard,regional,6,7,1,31.0,UT,UT,730.45,686.23,7.69,36.53,0.011206155370648325,bank,mobile,US,0,premium,silver,4,3,1
3907,3907,USPS,expedited,local,2,2,0,5.0,UT,UT,38.0,23.16,12.99,1.85,0.560880829015544,bank,tablet,IN,0,premium,silver,1,1,0
3908,3908,FedEx,expedited,regional,3,2,-1,18.0,TX,UT,177.44,153.02,14.04,10.38,0.09175271206378251,paypal,desktop,US,0,premium,silver,5,3,0
3909,3909,FedEx,expedited,regional,3,4,1,11.0,UT,UT,539.0,490.33,14.74,33.93,0.030061387229009036,card,mobile,US,0,premium,silver,7,5,1
3910,3910,UPS,standard,regional,6,6,0,5.0,UT,UT,881.46,799.2,9.44,72.82,0.01181181181181181,bank,desktop,IN,1,premium,silver,9,4,0
3911,3911,USPS,standard,national,7,8,1,10.0,UT,UT,790.13,719.43,8.39,62.31,0.011662010202521443,card,mobile,US,0,premium,silver,6,4,1
3912,3912,USPS,overnight,regional,2,1,-1,29.0,UT,UT,331.8,285.8,25.34,20.66,0.08866340097970608,paypal,desktop,US,1,premium,silver,3,3,0
3913,3913,USPS,standard,regional,6,7,1,24.0,AZ,UT,627.41,582.51,7.34,37.56,0.012600642049063535,card,tablet,US,0,premium,silver,3,2,1
3914,3914,UPS,expedited,national,4,4,0,28.0,UT,UT,666.83,604.65,14.04,48.14,0.023220044653932025,card,desktop,US,0,premium,silver,5,3,0
3915,3915,UPS,standard,local,5,7,2,35.0,UT,UT,346.49,315.36,8.04,23.09,0.025494672754946723,paypal,desktop,US,0,premium,silver,5,3,1
3916,3916,FedEx,standard,local,5,5,0,34.0,UT,UT,509.5,457.76,8.39,43.35,0.01832838168472562,card,mobile,US,0,premium,silver,6,5,0
3917,3917,UPS,standard,national,7,7,0,25.0,UT,UT,225.28,205.54,6.99,12.75,0.03400797898219325,paypal,mobile,US,0,premium,silver,2,2,0
3918,3918,UPS,overnight,local,1,2,1,6.0,UT,UT,458.19,403.35,26.39,28.45,0.06542704846907152,paypal,mobile,CA,0,premium,silver,6,4,1
3919,3919,FedEx,expedited,local,2,2,0,26.0,UT,UT,850.73,795.1,14.74,40.89,0.018538548610237706,card,mobile,US,1,premium,silver,7,5,0
3920,3920,FedEx,standard,local,5,3,-2,32.0,UT,UT,227.89,210.0,6.99,10.9,0.03328571428571429,card,tablet,US,0,premium,silver,1,1,0
3921,3921,USPS,standard,local,5,7,2,24.0,FL,UT,914.93,858.97,8.39,47.57,0.009767512253047254,paypal,desktop,US,0,premium,silver,6,5,1
3922,3922,UPS,overnight,local,1,2,1,33.0,UT,UT,831.73,742.92,27.44,61.37,0.03693533624077963,paypal,mobile,IN,0,premium,silver,9,5,1
3923,3923,UPS,standard,regional,6,8,2,21.0,UT,UT,275.41,246.85,6.99,21.57,0.028316791573830262,paypal,tablet,US,0,premium,silver,1,1,1
3924,3924,USPS,standard,local,5,7,2,16.0,CO,CO,446.39,405.92,8.39,32.08,0.020669097359085533,card,mobile,US,0,budget,silver,6,4,1
3925,3925,FedEx,standard,local,5,5,0,4.0,CO,CO,125.87,109.19,6.99,9.69,0.06401685136001466,card,mobile,US,1,budget,silver,1,1,0
3926,3926,USPS,standard,local,5,8,3,26.0,CO,CO,512.63,478.74,7.69,26.2,0.016062998704933783,bank,desktop,US,1,budget,silver,4,3,1
3927,3927,USPS,standard,local,5,6,1,12.0,CO,CO,210.29,192.28,0.0,18.01,0.0,card,mobile,GB,1,budget,silver,2,2,1
3928,3928,FedEx,standard,local,5,6,1,29.0,CO,CO,181.62,161.45,6.99,13.18,0.043295137813564574,card,mobile,US,0,budget,silver,2,2,1
3929,3929,USPS,standard,regional,6,7,1,21.0,CO,CO,577.51,535.5,8.39,33.62,0.015667600373482728,paypal,tablet,CA,0,budget,silver,6,5,1
3930,3930,UPS,expedited,national,4,9,5,31.0,CO,CO,525.43,477.35,14.04,34.04,0.02941238085262386,card,mobile,US,0,budget,silver,5,5,1
3931,3931,UPS,standard,national,7,9,2,35.0,CO,CO,653.34,613.63,8.39,31.32,0.01367273438391213,card,desktop,US,0,budget,silver,6,5,1
3932,3932,USPS,standard,regional,6,6,0,7.0,CO,CO,219.19,196.95,6.99,15.25,0.0354912414318355,card,desktop,US,0,budget,silver,1,1,0
3933,3933,FedEx,standard,local,5,6,1,12.0,CO,CO,582.54,526.48,7.34,48.72,0.013941650205135997,card,desktop,US,0,budget,silver,3,3,1
3934,3934,FedEx,standard,national,7,8,1,4.0,CO,CO,488.69,452.17,8.04,28.48,0.017780923104142244,card,mobile,US,0,budget,silver,5,5,1
3935,3935,FedEx,expedited,regional,3,5,2,25.0,CO,CO,337.87,303.85,14.04,19.98,0.046207010037847614,bank,mobile,US,0,budget,silver,5,5,1
3936,3936,USPS,standard,local,5,8,3,4.0,CO,CO,281.03,253.24,6.99,20.8,0.027602274522192386,card,desktop,GB,0,budget,silver,1,1,1
3937,3937,UPS,standard,local,5,5,0,19.0,CO,CO,540.52,506.08,8.04,26.4,0.015886816313626304,card,mobile,US,0,budget,silver,5,5,0
3938,3938,UPS,standard,regional,6,7,1,18.0,TX,CO,43.11,34.14,6.99,1.98,0.2047451669595782,card,desktop,BR,0,budget,silver,2,1,1
3939,3939,USPS,standard,regional,6,8,2,8.0,CO,CO,931.4,844.23,8.39,78.78,0.0099380500574488,card,desktop,IN,0,budget,silver,6,5,1
3940,3940,USPS,standard,local,5,6,1,12.0,FL,FL,299.63,269.27,7.34,23.02,0.027258885133880494,card,mobile,US,0,standard,none,3,2,1
3941,3941,FedEx,overnight,local,1,1,0,26.0,FL,FL,370.36,327.09,26.04,17.23,0.07961111620654866,card,desktop,CA,0,standard,none,5,4,0
3942,3942,USPS,standard,national,7,9,2,34.0,FL,FL,30.16,28.1,0.0,2.06,0.0,bank,tablet,US,1,standard,none,1,1,1
3943,3943,UPS,expedited,local,2,1,-1,35.0,FL,FL,179.31,152.47,13.34,13.5,0.08749262149931133,paypal,mobile,US,0,standard,none,3,3,0
3944,3944,UPS,standard,regional,6,9,3,24.0,FL,FL,218.63,199.85,6.99,11.79,0.0349762321741306,card,mobile,US,0,standard,none,2,2,1
3945,3945,UPS,expedited,local,2,3,1,28.0,FL,FL,359.9,320.18,14.04,25.68,0.0438503341870198,card,mobile,US,0,standard,none,5,3,1
3946,3946,FedEx,expedited,local,2,4,2,30.0,FL,FL,641.22,573.61,13.34,54.27,0.023256219382507277,card,desktop,US,0,standard,none,3,2,1
3947,3947,FedEx,standard,regional,6,8,2,23.0,FL,FL,306.69,274.9,6.99,24.8,0.02542742815569298,card,desktop,US,0,standard,none,2,1,1
3948,3948,FedEx,standard,regional,6,7,1,22.0,FL,FL,49.8,40.62,6.99,2.19,0.172082717872969,card,mobile,US,0,standard,none,2,1,1
3949,3949,USPS,overnight,regional,2,4,2,12.0,FL,FL,431.21,377.64,26.39,27.18,0.06988136849909968,card,desktop,CA,0,standard,none,6,4,1
3950,3950,FedEx,standard,local,5,4,-1,24.0,NC,NC,770.29,721.15,9.09,40.05,0.012604867225958539,bank,mobile,US,0,standard,none,8,5,0
3951,3951,UPS,standard,regional,6,8,2,19.0,NC,NC,749.64,686.67,8.04,54.93,0.011708681025820263,card,mobile,US,0,standard,none,5,3,1
3952,3952,UPS,expedited,regional,3,4,1,24.0,NC,NC,598.96,549.66,14.04,35.26,0.02554306298439035,bank,mobile,US,0,standard,none,5,4,1
3953,3953,USPS,expedited,local,2,5,3,30.0,NC,NC,816.51,750.08,14.04,52.39,0.01871800341296928,crypto,mobile,US,0,standard,none,5,4,1
3954,3954,UPS,expedited,regional,3,2,-1,23.0,NC,NC,597.45,548.28,14.04,35.13,0.025607353906762966,card,mobile,US,0,standard,none,5,5,0
3955,3955,FedEx,standard,regional,6,5,-1,9.0,NC,NC,345.12,318.54,6.99,19.59,0.02194386890186476,card,mobile,US,0,standard,none,2,2,0
3956,3956,UPS,standard,regional,6,9,3,10.0,NC,NC,441.42,403.58,6.99,30.85,0.017319986124188513,card,desktop,US,0,standard,none,2,2,1
3957,3957,UPS,expedited,regional,3,4,1,35.0,NC,NC,526.1,479.3,13.34,33.46,0.02783225537241811,card,mobile,US,0,standard,none,3,2,1
3958,3958,UPS,standard,regional,6,7,1,34.0,NC,NC,412.44,370.08,7.69,34.67,0.02077929096411587,card,desktop,US,0,standard,none,4,2,1
3959,3959,UPS,standard,regional,6,7,1,11.0,NC,NC,194.33,173.62,7.34,13.37,0.04227623545674461,card,mobile,US,1,standard,none,3,2,1
3960,3960,FedEx,standard,regional,6,5,-1,15.0,NC,NC,284.29,255.15,7.34,21.8,0.028767391730354693,paypal,tablet,US,0,standard,none,3,2,0
3961,3961,UPS,standard,local,5,5,0,2.0,NC,NC,433.06,404.02,8.39,20.65,0.020766298698084256,card,mobile,US,0,standard,none,6,5,0
3962,3962,UPS,standard,regional,6,8,2,17.0,IL,NC,53.33,42.41,6.99,3.93,0.16481961801461922,paypal,desktop,US,0,standard,none,2,2,1
3963,3963,FedEx,standard,national,7,8,1,26.0,NC,NC,384.31,344.08,8.04,32.19,0.023366658916531037,card,mobile,US,0,standard,none,5,5,1
3964,3964,FedEx,standard,local,5,5,0,26.0,NC,NC,594.16,546.18,7.69,40.29,0.01407960745541763,card,mobile,US,0,standard,none,4,3,0
3965,3965,USPS,standard,local,5,6,1,12.0,NC,NC,445.36,414.11,8.39,22.86,0.020260317306995727,card,desktop,US,0,standard,none,6,5,1
3966,3966,UPS,standard,local,5,5,0,26.0,NC,NC,262.17,240.53,6.99,14.65,0.029060824013636553,card,mobile,US,0,standard,none,1,1,0
3967,3967,USPS,standard,regional,6,7,1,22.0,NC,NC,223.53,202.39,7.69,13.45,0.03799594841642374,card,mobile,US,0,standard,none,4,3,1
3968,3968,USPS,expedited,regional,3,5,2,19.0,NC,NC,1123.62,1029.02,14.39,80.21,0.013984179121882958,bank,tablet,US,1,standard,none,6,4,1
3969,3969,UPS,standard,local,5,6,1,12.0,NC,NC,567.51,514.56,8.74,44.21,0.016985385572139307,card,desktop,IN,0,standard,none,7,5,1
3970,3970,UPS,expedited,regional,3,5,2,27.0,NC,NC,611.81,553.64,14.04,44.13,0.025359439346868,card,desktop,US,1,standard,none,5,4,1
3971,3971,UPS,standard,regional,6,8,2,20.0,NC,NC,133.31,116.79,7.34,9.18,0.06284784656220567,card,desktop,US,0,standard,none,3,2,1
3972,3972,UPS,standard,local,5,5,0,5.0,TX,TX,343.24,316.25,7.34,19.65,0.023209486166007903,card,mobile,US,0,standard,silver,3,3,0
3973,3973,UPS,standard,regional,6,7,1,28.0,TX,TX,601.96,563.34,7.69,30.93,0.013650726026910923,paypal,desktop,CA,0,standard,silver,4,3,1
3974,3974,USPS,standard,regional,6,8,2,5.0,TX,TX,485.57,438.04,7.69,39.84,0.01755547438590083,card,desktop,US,0,standard,silver,4,3,1
3975,3975,UPS,standard,local,5,5,0,26.0,TX,TX,322.89,295.51,8.39,18.99,0.028391594193089915,bank,mobile,US,0,standard,silver,6,4,0
3976,3976,USPS,expedited,local,2,4,2,32.0,TX,TX,516.0,467.11,14.39,34.5,0.03080644815996232,paypal,mobile,US,0,standard,silver,6,4,1
3977,3977,USPS,expedited,local,2,5,3,10.0,TX,TX,524.72,472.98,14.39,37.35,0.030424119413083005,card,desktop,US,1,standard,silver,6,5,1
3978,3978,USPS,expedited,local,2,2,0,10.0,TX,TX,929.14,860.37,15.09,53.68,0.017538965793786394,card,desktop,IN,0,standard,silver,8,4,0
3979,3979,USPS,expedited,local,2,3,1,36.0,TX,TX,195.55,166.75,13.34,15.46,0.08,card,tablet,CA,1,standard,silver,3,2,1
3980,3980,FedEx,standard,regional,6,7,1,5.0,TX,TX,537.2,494.05,8.04,35.11,0.016273656512498732,card,mobile,US,0,standard,silver,5,3,1
3981,3981,FedEx,expedited,regional,3,3,0,7.0,TX,TX,46.64,31.12,12.99,2.53,0.41741645244215936,card,desktop,US,1,standard,silver,1,1,0
3982,3982,FedEx,standard,national,7,8,1,22.0,TX,TX,482.28,447.83,8.04,26.41,0.017953241185271196,card,desktop,US,0,standard,silver,5,5,1
3983,3983,UPS,standard,regional,6,5,-1,21.0,TX,TX,694.41,633.2,8.39,52.82,0.013250157927984839,card,desktop,US,1,standard,silver,6,4,0
3984,3984,FedEx,standard,local,5,6,1,4.0,TX,TX,787.6,737.05,8.74,41.81,0.011858082898039482,card,desktop,US,0,standard,silver,7,4,1
3985,3985,UPS,standard,regional,6,5,-1,13.0,TX,TX,80.7,67.36,7.69,5.65,0.11416270783847982,paypal,mobile,US,1,standard,silver,4,2,0
3986,3986,USPS,standard,local,5,5,0,21.0,TX,TX,256.33,235.08,6.99,14.26,0.02973455844818785,card,tablet,US,0,standard,silver,2,1,0
3987,3987,FedEx,standard,local,5,5,0,23.0,TX,TX,492.34,455.95,9.79,26.6,0.021471652593486126,card,mobile,US,1,standard,silver,10,5,0
3988,3988,UPS,standard,national,7,7,0,20.0,TX,TX,364.98,333.46,7.69,23.83,0.023061236730042588,paypal,mobile,US,0,standard,silver,4,3,0
3989,3989,FedEx,standard,regional,6,5,-1,27.0,TX,TX,465.01,432.78,9.09,23.14,0.02100374324136975,bank,mobile,US,1,standard,silver,8,5,0
3990,3990,FedEx,standard,regional,6,7,1,36.0,UT,UT,563.64,512.37,8.39,42.88,0.01637488533676835,crypto,mobile,US,0,standard,silver,6,5,1
3991,3991,UPS,standard,local,5,4,-1,9.0,UT,UT,359.75,325.55,8.04,26.16,0.024696667178620794,card,mobile,US,1,standard,silver,5,5,0
3992,3992,USPS,standard,local,5,5,0,30.0,UT,UT,348.08,316.64,8.04,23.4,0.025391611925214753,card,mobile,US,0,standard,silver,5,4,0
3993,3993,USPS,standard,local,5,6,1,24.0,UT,UT,584.76,541.09,8.39,35.28,0.015505738416899222,paypal,mobile,US,0,standard,silver,6,5,1
3994,3994,UPS,standard,regional,6,7,1,6.0,UT,UT,399.03,368.65,7.69,22.69,0.020859894208598944,paypal,desktop,US,0,standard,silver,4,4,1
3995,3995,UPS,standard,regional,6,9,3,3.0,UT,UT,787.83,721.4,8.04,58.39,0.011144995841419461,card,desktop,US,0,standard,silver,5,3,1
3996,3996,USPS,standard,local,5,8,3,11.0,UT,UT,719.53,661.09,7.34,51.1,0.011102875554009286,card,mobile,IN,1,standard,silver,3,2,1
3997,3997,UPS,standard,local,5,8,3,16.0,UT,UT,419.79,385.45,8.74,25.6,0.02267479569334544,card,desktop,US,0,standard,silver,7,5,1
3998,3998,FedEx,standard,regional,6,8,2,21.0,UT,UT,16.24,8.62,6.99,0.63,0.8109048723897913,card,mobile,US,0,standard,silver,1,1,1
3999,3999,UPS,overnight,national,3,3,0,5.0,UT,UT,165.28,129.06,24.99,11.23,0.19363086936308693,bank,mobile,US,0,standard,silver,2,1,0
4000,4000,UPS,expedited,regional,3,3,0,7.0,UT,UT,228.38,202.94,12.99,12.45,0.06400906671922736,card,desktop,US,0,standard,silver,1,1,0
4001,4001,UPS,standard,national,7,9,2,11.0,WA,UT,845.73,786.54,8.39,50.8,0.010666971800544156,card,tablet,US,0,standard,silver,6,3,1
4002,4002,FedEx,standard,national,7,8,1,2.0,UT,UT,995.37,926.72,9.09,59.56,0.009808787983425413,bank,desktop,US,0,standard,silver,8,5,1
4003,4003,FedEx,standard,national,7,6,-1,4.0,UT,UT,268.55,239.67,6.99,21.89,0.029165102015271,card,desktop,US,1,standard,silver,1,1,0
4004,4004,USPS,standard,local,5,7,2,29.0,MA,MA,894.51,810.92,8.74,74.85,0.01077788191190253,paypal,tablet,US,0,standard,none,7,5,1
4005,4005,FedEx,standard,local,5,7,2,25.0,IL,MA,414.05,384.31,7.34,22.4,0.019099164736801018,card,desktop,US,0,standard,none,3,3,1
4006,4006,USPS,standard,regional,6,7,1,12.0,MA,MA,228.97,204.68,6.99,17.3,0.034150869650185656,card,mobile,US,0,standard,none,1,1,1
4007,4007,USPS,expedited,local,2,3,1,4.0,MA,MA,36.65,21.99,12.99,1.67,0.5907230559345158,card,mobile,US,0,standard,none,1,1,1
4008,4008,FedEx,expedited,local,2,2,0,26.0,MA,MA,828.62,787.15,0.0,41.47,0.0,card,mobile,US,1,standard,none,6,5,0
4009,4009,USPS,expedited,regional,3,5,2,8.0,MA,MA,1570.49,1475.79,15.44,79.26,0.01046219313045894,card,mobile,US,0,standard,none,9,5,1
4010,4010,UPS,expedited,local,2,2,0,3.0,MA,MA,458.19,420.14,14.74,23.31,0.035083543580711196,bank,mobile,US,0,standard,none,7,5,0
4011,4011,USPS,expedited,national,4,5,1,2.0,MA,MA,400.26,354.38,14.39,31.49,0.040606129014052715,bank,mobile,US,0,standard,none,6,4,1
4012,4012,UPS,standard,regional,6,7,1,18.0,MA,MA,465.73,431.9,0.0,33.83,0.0,bank,mobile,US,1,standard,none,3,3,1
4013,4013,UPS,standard,regional,6,6,0,27.0,MA,MA,518.92,477.18,7.69,34.05,0.016115511966134373,card,mobile,US,0,standard,none,4,3,0
4014,4014,UPS,standard,local,5,6,1,17.0,AZ,MA,90.87,79.76,6.99,4.12,0.08763791374122366,bank,desktop,US,0,standard,none,2,2,1
4015,4015,UPS,standard,local,5,10,5,28.0,MA,MA,815.36,751.33,9.44,54.59,0.01256438582247481,card,desktop,US,0,standard,none,9,5,1
4016,4016,FedEx,overnight,regional,2,3,1,9.0,WA,MA,852.91,792.99,0.0,59.92,0.0,card,desktop,US,1,standard,none,7,3,1
4017,4017,FedEx,overnight,regional,2,2,0,27.0,MA,MA,296.28,255.03,26.04,15.21,0.10210563463121985,paypal,desktop,US,0,standard,none,5,3,0
4018,4018,FedEx,standard,national,7,7,0,30.0,MA,MA,426.84,389.73,8.04,29.07,0.020629666692325452,bank,mobile,CA,0,standard,none,5,5,0
4019,4019,FedEx,standard,local,5,6,1,32.0,FL,MA,758.95,709.41,9.44,40.1,0.013306832438223313,paypal,mobile,US,0,standard,none,9,5,1
4020,4020,UPS,standard,regional,6,7,1,22.0,MA,MA,549.81,503.62,8.39,37.8,0.016659386045033954,bank,mobile,US,0,standard,none,6,4,1
4021,4021,UPS,standard,local,5,6,1,5.0,TX,MI,378.65,353.43,0.0,25.22,0.0,card,desktop,BR,1,budget,none,4,4,1
4022,4022,FedEx,overnight,national,3,5,2,25.0,MI,MI,602.82,533.22,26.04,43.56,0.04883537751772251,card,desktop,US,0,budget,none,5,4,1
4023,4023,USPS,standard,regional,6,10,4,10.0,MI,MI,224.63,199.76,8.04,16.83,0.040248297957549056,bank,mobile,US,0,budget,none,5,5,1
4024,4024,UPS,standard,regional,6,8,2,36.0,MI,MI,281.88,251.71,8.04,22.13,0.03194152000317826,paypal,desktop,US,0,budget,none,5,4,1
4025,4025,USPS,standard,local,5,7,2,18.0,MI,MI,97.18,83.33,6.99,6.86,0.08388335533421337,card,mobile,US,1,budget,none,1,1,1
4026,4026,USPS,standard,local,5,6,1,3.0,MI,MI,463.4,428.35,8.04,27.01,0.01876969767713318,card,mobile,US,0,budget,none,5,5,1
4027,4027,FedEx,expedited,regional,3,4,1,12.0,MI,MI,43.03,28.1,12.99,1.94,0.46227758007117437,card,mobile,US,0,budget,none,1,1,1
4028,4028,USPS,overnight,regional,2,5,3,7.0,MI,MI,463.14,400.81,25.34,36.99,0.06322197549961328,paypal,desktop,US,0,budget,none,3,3,1
4029,4029,USPS,standard,regional,6,8,2,14.0,MI,MI,943.37,895.1,0.0,48.27,0.0,crypto,desktop,US,1,budget,none,7,5,1
4030,4030,USPS,standard,regional,6,10,4,32.0,MI,MI,40.17,31.12,6.99,2.06,0.22461439588688947,paypal,mobile,US,0,budget,none,1,1,1
4031,4031,FedEx,expedited,regional,3,3,0,15.0,MI,MI,368.2,326.63,12.99,28.58,0.03976977007623305,card,mobile,US,1,budget,none,1,1,0
4032,4032,FedEx,standard,regional,6,8,2,30.0,MI,MI,320.17,288.85,7.34,23.98,0.02541111303444694,card,desktop,US,0,budget,none,3,3,1
4033,4033,UPS,standard,local,5,7,2,30.0,CO,CO,57.17,46.32,6.99,3.86,0.15090673575129535,card,tablet,US,0,standard,none,2,1,1
4034,4034,FedEx,standard,regional,6,6,0,17.0,CO,CO,15.23,7.83,6.99,0.41,0.89272030651341,card,desktop,US,0,standard,none,1,1,0
